=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-6_2-27-9
====================================================================================
2:27:9 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13051.890625, 5.581490, 7739.442871>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13051.831055, 5.578396, 7740.601074>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13051.659180, 5.569333, 7744.000977>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13051.515625, 5.562942, 7746.812500>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13051.482422, 5.562062, 7747.438477>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13051.323242, 5.561765, 7750.607910>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13051.159180, 5.561548, 7753.863770>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13051.139648, 5.561524, 7754.213379>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13051.139648, 5.561524, 7754.213379>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13050.959961, 5.565052, 7757.828125>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13050.824219, 5.568515, 7760.560547>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13050.694336, 5.570835, 7763.125977>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13050.491211, 5.576303, 7767.225586>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13050.401367, 5.578662, 7768.994141>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13050.359375, 5.579758, 7769.815430>)
2:44:34 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13050.359375, 5.579758, 7769.815430>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13050.078125, 5.587156, 7775.402832>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13050.020508, 5.588784, 7776.553223>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13049.764648, 5.600830, 7781.679688>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13049.687500, 5.604789, 7783.202148>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13049.454102, 5.622326, 7787.898926>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13049.430664, 5.624207, 7788.361328>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13049.144531, 5.656734, 7794.170898>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13049.129883, 5.659615, 7794.477051>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13049.129883, 5.659615, 7794.477051>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13048.843750, 5.712938, 7800.349121>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13048.828125, 5.714242, 7800.669922>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13048.810547, 5.715564, 7800.994141>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13048.538086, 5.744703, 7806.506348>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13048.482422, 5.750123, 7807.591797>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13048.236328, 5.756665, 7812.496582>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13048.200195, 5.757642, 7813.229004>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13047.935547, 5.760002, 7818.484375>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13047.899414, 5.760003, 7819.208008>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13047.899414, 5.760003, 7819.208008>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13047.660156, 5.758066, 7823.951172>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13047.560547, 5.755470, 7825.897461>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13047.366211, 5.750318, 7829.764648>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13047.319336, 5.749052, 7830.710938>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13047.081055, 5.742783, 7835.415039>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13047.025391, 5.741303, 7836.524414>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13047.025391, 5.741303, 7836.524414>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13046.795898, 5.740003, 7841.077637>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13046.687500, 5.740003, 7843.209473>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13046.479492, 5.743176, 7847.380859>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13046.458984, 5.743718, 7847.787109>)
2:44:35 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13046.187500, 5.745086, 7853.208008>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13046.142578, 5.745144, 7854.097656>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13045.923828, 5.747947, 7858.457520>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13045.851563, 5.749888, 7859.913574>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13045.851563, 5.749888, 7859.913574>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13045.702148, 5.753858, 7862.892090>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13045.588867, 5.756866, 7865.146973>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13045.473633, 5.759937, 7867.449219>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13045.367188, 5.762776, 7869.581543>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13045.271484, 5.765291, 7871.466309>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13045.134766, 5.768920, 7874.187012>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13045.131836, 5.768954, 7874.212891>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13045.045898, 5.771202, 7875.901367>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13044.856445, 5.776257, 7879.692871>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13044.755859, 5.778950, 7881.714355>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13044.717773, 5.779967, 7882.477051>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13044.480469, 5.786257, 7887.193848>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13044.480469, 5.786257, 7887.193848>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13044.280273, 5.789999, 7890.665039>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13044.198242, 5.790000, 7891.164551>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13044.090820, 5.790000, 7894.854004>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13043.791992, 5.789999, 7898.449707>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13043.733398, 5.790001, 7898.884766>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13043.480469, 5.789992, 7903.417480>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13043.333984, 5.788595, 7906.052246>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13043.333984, 5.788595, 7906.052246>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13043.192383, 5.785565, 7908.321777>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13043.025391, 5.782000, 7910.994141>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13042.986328, 5.781085, 7911.679688>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13042.828125, 5.777434, 7914.433594>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13042.563477, 5.771839, 7918.634766>)
2:44:36 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13042.563477, 5.771839, 7918.634766>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13042.398438, 5.767942, 7921.542969>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13042.306641, 5.767224, 7922.080566>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13041.915039, 5.762944, 7925.286133>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13041.619141, 5.760637, 7927.031250>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13041.398438, 5.758256, 7928.806152>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13040.996094, 5.753175, 7932.612793>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13040.555664, 5.748952, 7935.785645>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13040.458008, 5.747778, 7936.664063>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13039.942383, 5.741585, 7941.303711>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13039.942383, 5.741586, 7941.303711>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13039.942383, 5.741586, 7941.303711>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13039.490234, 5.742949, 7944.714355>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13039.031250, 5.748320, 7948.746582>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13038.904297, 5.749849, 7949.894531>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13038.619141, 5.755466, 7952.051270>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13038.458008, 5.758708, 7953.267578>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13038.011719, 5.769258, 7957.225586>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13037.876953, 5.771225, 7958.419434>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13037.752930, 5.772465, 7959.350586>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13037.416992, 5.775830, 7961.876953>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13037.342773, 5.776711, 7962.538086>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13036.841797, 5.782657, 7966.994629>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13036.841797, 5.782657, 7966.994629>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13036.423828, 5.786825, 7970.124023>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.913086, 5.787223, 7974.581055>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.516602, 5.783029, 7977.723633>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.375000, 5.781614, 7978.782715>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13034.996094, 5.773970, 7982.485352>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13034.741211, 5.791377, 7986.072754>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.033203, 5.764338, 7985.866699>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.266602, 5.763062, 7986.353027>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.013672, 5.755884, 7990.558594>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.080078, 5.752032, 7993.473145>)
2:44:37 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.083008, 5.751853, 7993.610352>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.068359, 5.749979, 7997.152344>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.064453, 5.749987, 7998.272949>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.103516, 5.750000, 7999.969238>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.125977, 5.749993, 8003.556152>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.117188, 5.749982, 8005.905273>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.132813, 5.750000, 8007.274414>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.179688, 5.751566, 8011.181641>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.180664, 5.752026, 8011.510742>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.186523, 5.756303, 8014.726563>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.186523, 5.756504, 8014.877930>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.229492, 5.762885, 8018.581543>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.235352, 5.764236, 8019.088379>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.240234, 5.770032, 8021.261719>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.242188, 5.773163, 8022.436035>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.268555, 5.779194, 8024.697754>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.291016, 5.780000, 8026.650391>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.292969, 5.780001, 8027.921387>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.294922, 5.780001, 8030.093750>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.294922, 5.780001, 8030.093750>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.310547, 5.779999, 8031.172363>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.327148, 5.761263, 8035.310547>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13035.142578, 5.732510, 8039.623535>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13034.900391, 5.687813, 8042.866699>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13034.696289, 5.648586, 8045.522949>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13034.338867, 5.504916, 8055.762207>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13034.084961, 5.488116, 8058.282715>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13033.549805, 5.472288, 8064.804199>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13033.153320, 5.491926, 8068.487305>)
2:44:38 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<13032.650391, 5.576544, 8076.117676>)
